v,omega,x,y,phi,xr,yr,phir,delta
-0.0571,-0.0424,85.9867,0.7784,-0.0574,86.2993,0.7138,-0.0699,-0.0223
-0.0567,-0.0421,86.0865,0.7715,-0.0583,86.3993,0.7067,-0.0706,-0.0221
-0.0563,-0.0418,86.1863,0.7646,-0.0591,86.4993,0.6996,-0.0713,-0.0219
-0.0559,-0.0415,86.2860,0.7575,-0.0600,86.5993,0.6924,-0.0720,-0.0218
-0.0555,-0.0412,86.3858,0.7504,-0.0608,86.6992,0.6852,-0.0727,-0.0216
-0.0551,-0.0408,86.4855,0.7432,-0.0616,86.7992,0.6779,-0.0734,-0.0214
-0.0546,-0.0405,86.5853,0.7360,-0.0624,86.8992,0.6705,-0.0741,-0.0213
-0.0542,-0.0402,86.6850,0.7287,-0.0632,86.9992,0.6630,-0.0747,-0.0211
-0.0538,-0.0399,86.7847,0.7213,-0.0640,87.0992,0.6555,-0.0754,-0.0209
-0.0533,-0.0396,86.8845,0.7138,-0.0648,87.1992,0.6479,-0.0760,-0.0207
-0.0529,-0.0392,86.9842,0.7062,-0.0656,87.2992,0.6403,-0.0767,-0.0205
-0.0524,-0.0389,87.0839,0.6986,-0.0664,87.3992,0.6326,-0.0773,-0.0204
-0.0520,-0.0385,87.1836,0.6909,-0.0672,87.4992,0.6248,-0.0779,-0.0202
-0.0515,-0.0382,87.2833,0.6832,-0.0680,87.5992,0.6169,-0.0785,-0.0200
-0.0510,-0.0379,87.3830,0.6754,-0.0687,87.6992,0.6090,-0.0791,-0.0198
-0.0506,-0.0375,87.4827,0.6675,-0.0695,87.7992,0.6011,-0.0797,-0.0196
-0.0501,-0.0372,87.5824,0.6595,-0.0702,87.8992,0.5931,-0.0803,-0.0194
-0.0496,-0.0368,87.6821,0.6515,-0.0710,87.9992,0.5850,-0.0809,-0.0192
-0.0491,-0.0364,87.7818,0.6434,-0.0717,88.0992,0.5768,-0.0815,-0.0190
-0.0486,-0.0361,87.8814,0.6353,-0.0724,88.1992,0.5686,-0.0821,-0.0188
-0.0481,-0.0357,87.9811,0.6271,-0.0732,88.2992,0.5604,-0.0826,-0.0186
-0.0476,-0.0353,88.0808,0.6188,-0.0739,88.3992,0.5521,-0.0832,-0.0184
-0.0471,-0.0350,88.1804,0.6105,-0.0746,88.4992,0.5437,-0.0837,-0.0182
-0.0466,-0.0346,88.2801,0.6021,-0.0753,88.5992,0.5353,-0.0843,-0.0180
-0.0461,-0.0342,88.3797,0.5936,-0.0760,88.6992,0.5268,-0.0848,-0.0178
-0.0455,-0.0338,88.4794,0.5851,-0.0767,88.7992,0.5183,-0.0853,-0.0176
-0.0450,-0.0334,88.5790,0.5766,-0.0773,88.8992,0.5097,-0.0858,-0.0174
-0.0445,-0.0330,88.6786,0.5680,-0.0780,88.9992,0.5011,-0.0863,-0.0172
-0.0440,-0.0326,88.7783,0.5593,-0.0787,89.0992,0.4924,-0.0868,-0.0169
-0.0434,-0.0322,88.8779,0.5505,-0.0793,89.1992,0.4837,-0.0873,-0.0167
-0.0429,-0.0318,88.9775,0.5417,-0.0800,89.2992,0.4749,-0.0878,-0.0165
-0.0423,-0.0314,89.0771,0.5329,-0.0806,89.3992,0.4661,-0.0882,-0.0163
-0.0418,-0.0310,89.1767,0.5240,-0.0812,89.4992,0.4572,-0.0887,-0.0161
-0.0412,-0.0306,89.2763,0.5151,-0.0818,89.5992,0.4483,-0.0892,-0.0158
-0.0407,-0.0302,89.3759,0.5061,-0.0825,89.6992,0.4393,-0.0896,-0.0156
-0.0401,-0.0298,89.4755,0.4970,-0.0831,89.7992,0.4303,-0.0900,-0.0154
-0.0395,-0.0294,89.5751,0.4879,-0.0837,89.8992,0.4213,-0.0904,-0.0152
-0.0390,-0.0289,89.6747,0.4788,-0.0842,89.9992,0.4122,-0.0909,-0.0149
-0.0384,-0.0285,89.7743,0.4696,-0.0848,90.0992,0.4031,-0.0913,-0.0147
-0.0378,-0.0281,89.8738,0.4604,-0.0854,90.1992,0.3939,-0.0917,-0.0145
-0.0372,-0.0276,89.9734,0.4511,-0.0859,90.2992,0.3847,-0.0920,-0.0142
-0.0366,-0.0272,90.0730,0.4418,-0.0865,90.3992,0.3754,-0.0924,-0.0140
-0.0360,-0.0268,90.1725,0.4324,-0.0870,90.4992,0.3661,-0.0928,-0.0138
-0.0355,-0.0263,90.2721,0.4230,-0.0876,90.5992,0.3568,-0.0931,-0.0135
-0.0349,-0.0259,90.3716,0.4135,-0.0881,90.6992,0.3475,-0.0935,-0.0133
-0.0343,-0.0255,90.4712,0.4040,-0.0886,90.7992,0.3381,-0.0938,-0.0130
-0.0337,-0.0250,90.5707,0.3945,-0.0891,90.8992,0.3286,-0.0942,-0.0128
-0.0331,-0.0246,90.6703,0.3849,-0.0896,90.9992,0.3192,-0.0945,-0.0126
-0.0324,-0.0241,90.7698,0.3753,-0.0901,91.0992,0.3097,-0.0948,-0.0123
-0.0318,-0.0237,90.8694,0.3657,-0.0906,91.1992,0.3002,-0.0951,-0.0121
-0.0312,-0.0232,90.9689,0.3560,-0.0911,91.2992,0.2906,-0.0954,-0.0118
-0.0306,-0.0227,91.0684,0.3463,-0.0915,91.3992,0.2810,-0.0957,-0.0116
-0.0300,-0.0223,91.1679,0.3365,-0.0920,91.4992,0.2714,-0.0960,-0.0113
-0.0294,-0.0218,91.2675,0.3267,-0.0924,91.5992,0.2618,-0.0962,-0.0111
-0.0287,-0.0214,91.3670,0.3169,-0.0929,91.6992,0.2521,-0.0965,-0.0108
-0.0281,-0.0209,91.4665,0.3071,-0.0933,91.7992,0.2424,-0.0967,-0.0106
-0.0275,-0.0204,91.5660,0.2972,-0.0937,91.8992,0.2327,-0.0969,-0.0103
-0.0268,-0.0200,91.6655,0.2873,-0.0941,91.9992,0.2230,-0.0972,-0.0101
-0.0262,-0.0195,91.7650,0.2773,-0.0945,92.0992,0.2132,-0.0974,-0.0098
-0.0256,-0.0190,91.8645,0.2674,-0.0949,92.1992,0.2034,-0.0976,-0.0096
-0.0249,-0.0185,91.9640,0.2574,-0.0953,92.2992,0.1936,-0.0978,-0.0093
-0.0243,-0.0181,92.0635,0.2474,-0.0957,92.3992,0.1838,-0.0980,-0.0090
-0.0236,-0.0176,92.1630,0.2373,-0.0960,92.4992,0.1740,-0.0982,-0.0088
-0.0230,-0.0171,92.2625,0.2273,-0.0964,92.5992,0.1641,-0.0983,-0.0085
-0.0223,-0.0166,92.3620,0.2172,-0.0967,92.6992,0.1542,-0.0985,-0.0083
-0.0217,-0.0161,92.4615,0.2071,-0.0971,92.7992,0.1444,-0.0986,-0.0080
-0.0210,-0.0157,92.5610,0.1970,-0.0974,92.8992,0.1345,-0.0988,-0.0077
-0.0204,-0.0152,92.6605,0.1868,-0.0977,92.9992,0.1245,-0.0989,-0.0075
-0.0197,-0.0147,92.7600,0.1767,-0.0980,93.0992,0.1146,-0.0990,-0.0072
-0.0190,-0.0142,92.8594,0.1665,-0.0983,93.1992,0.1047,-0.0991,-0.0070
-0.0184,-0.0137,92.9589,0.1563,-0.0986,93.2991,0.0947,-0.0992,-0.0067
-0.0177,-0.0132,93.0584,0.1461,-0.0989,93.3991,0.0848,-0.0993,-0.0064
-0.0171,-0.0127,93.1579,0.1359,-0.0991,93.4991,0.0748,-0.0994,-0.0062
-0.0164,-0.0122,93.2574,0.1256,-0.0994,93.5991,0.0648,-0.0995,-0.0059
-0.0157,-0.0117,93.3568,0.1154,-0.0996,93.6991,0.0548,-0.0995,-0.0056
-0.0151,-0.0112,93.4563,0.1051,-0.0999,93.7991,0.0448,-0.0996,-0.0054
-0.0144,-0.0107,93.5558,0.0949,-0.1001,93.8991,0.0349,-0.0996,-0.0051
-0.0137,-0.0102,93.6552,0.0846,-0.1003,93.9991,0.0249,-0.0996,-0.0048
-0.0130,-0.0097,93.7547,0.0743,-0.1005,94.0991,0.0149,-0.0997,-0.0046
-0.0124,-0.0093,93.8542,0.0640,-0.1007,94.1991,0.0049,-0.0997,-0.0043
-0.0117,-0.0088,93.9537,0.0537,-0.1009,94.2991,-0.0051,-0.0997,-0.0040
-0.0110,-0.0083,94.0531,0.0434,-0.1011,94.3991,-0.0151,-0.0997,-0.0038
-0.0103,-0.0077,94.1526,0.0331,-0.1012,94.4991,-0.0251,-0.0996,-0.0035
-0.0097,-0.0072,94.2521,0.0228,-0.1014,94.5991,-0.0351,-0.0996,-0.0032
-0.0090,-0.0067,94.3515,0.0125,-0.1015,94.6991,-0.0451,-0.0996,-0.0030
-0.0083,-0.0062,94.4510,0.0022,-0.1017,94.7991,-0.0551,-0.0995,-0.0027
-0.0076,-0.0057,94.5505,-0.0081,-0.1018,94.8991,-0.0651,-0.0995,-0.0024
-0.0069,-0.0052,94.6499,-0.0185,-0.1019,94.9991,-0.0751,-0.0994,-0.0021
-0.0063,-0.0047,94.7494,-0.0288,-0.1020,95.0991,-0.0850,-0.0993,-0.0019
-0.0056,-0.0042,94.8489,-0.0391,-0.1021,95.1991,-0.0950,-0.0992,-0.0016
-0.0049,-0.0037,94.9483,-0.0494,-0.1022,95.2991,-0.1049,-0.0991,-0.0013
-0.0042,-0.0032,95.0478,-0.0597,-0.1023,95.3991,-0.1149,-0.0990,-0.0011
-0.0035,-0.0027,95.1473,-0.0700,-0.1023,95.4991,-0.1248,-0.0989,-0.0008
-0.0028,-0.0022,95.2467,-0.0802,-0.1024,95.5991,-0.1347,-0.0988,-0.0005
-0.0022,-0.0017,95.3462,-0.0905,-0.1024,95.6991,-0.1446,-0.0986,-0.0002
-0.0015,-0.0012,95.4457,-0.1008,-0.1024,95.7991,-0.1545,-0.0985,0.0000
-0.0008,-0.0007,95.5452,-0.1110,-0.1025,95.8991,-0.1644,-0.0983,0.0003
-0.0001,-0.0002,95.6446,-0.1213,-0.1025,95.9991,-0.1742,-0.0982,0.0006
0.0006,0.0003,95.7441,-0.1315,-0.1025,96.0991,-0.1841,-0.0980,0.0008
0.0013,0.0008,95.8436,-0.1417,-0.1025,96.1991,-0.1939,-0.0978,0.0011
0.0019,0.0013,95.9431,-0.1519,-0.1025,96.2991,-0.2037,-0.0976,0.0014
0.0026,0.0018,96.0425,-0.1621,-0.1024,96.3991,-0.2135,-0.0974,0.0016
0.0033,0.0024,96.1420,-0.1723,-0.1024,96.4991,-0.2232,-0.0972,0.0019
0.0040,0.0029,96.2415,-0.1825,-0.1024,96.5991,-0.2330,-0.0969,0.0022
0.0047,0.0034,96.3410,-0.1926,-0.1023,96.6991,-0.2427,-0.0967,0.0025
0.0054,0.0039,96.4405,-0.2027,-0.1022,96.7991,-0.2524,-0.0965,0.0027
0.0060,0.0044,96.5400,-0.2128,-0.1022,96.8991,-0.2620,-0.0962,0.0030
0.0067,0.0049,96.6394,-0.2229,-0.1021,96.9991,-0.2717,-0.0959,0.0033
0.0074,0.0054,96.7389,-0.2330,-0.1020,97.0991,-0.2813,-0.0957,0.0035
0.0081,0.0059,96.8384,-0.2430,-0.1019,97.1991,-0.2909,-0.0954,0.0038
0.0087,0.0064,96.9379,-0.2530,-0.1017,97.2991,-0.3004,-0.0951,0.0041
0.0094,0.0069,97.0374,-0.2630,-0.1016,97.3991,-0.3099,-0.0948,0.0043
0.0101,0.0074,97.1369,-0.2729,-0.1015,97.4991,-0.3194,-0.0945,0.0046
0.0108,0.0079,97.2364,-0.2829,-0.1013,97.5991,-0.3289,-0.0942,0.0049
0.0114,0.0084,97.3360,-0.2928,-0.1012,97.6991,-0.3383,-0.0938,0.0051
0.0121,0.0089,97.4355,-0.3026,-0.1010,97.7991,-0.3477,-0.0935,0.0054
0.0128,0.0094,97.5350,-0.3125,-0.1008,97.8991,-0.3571,-0.0931,0.0057
0.0135,0.0099,97.6345,-0.3223,-0.1006,97.9991,-0.3664,-0.0928,0.0059
0.0141,0.0104,97.7340,-0.3321,-0.1004,98.0991,-0.3757,-0.0924,0.0062
0.0148,0.0109,97.8335,-0.3418,-0.1002,98.1991,-0.3849,-0.0920,0.0065
0.0155,0.0114,97.9331,-0.3515,-0.1000,98.2991,-0.3941,-0.0916,0.0067
0.0161,0.0119,98.0326,-0.3612,-0.0998,98.3991,-0.4033,-0.0913,0.0070
0.0168,0.0123,98.1321,-0.3708,-0.0996,98.4991,-0.4124,-0.0908,0.0072
0.0175,0.0128,98.2317,-0.3804,-0.0993,98.5991,-0.4215,-0.0904,0.0075
0.0181,0.0133,98.3312,-0.3900,-0.0990,98.6991,-0.4306,-0.0900,0.0078
0.0188,0.0138,98.4308,-0.3995,-0.0988,98.7991,-0.4396,-0.0896,0.0080
0.0194,0.0143,98.5303,-0.4090,-0.0985,98.8991,-0.4485,-0.0891,0.0083
0.0201,0.0148,98.6299,-0.4185,-0.0982,98.9991,-0.4575,-0.0887,0.0085
0.0207,0.0153,98.7294,-0.4279,-0.0979,99.0991,-0.4663,-0.0882,0.0088
0.0214,0.0158,98.8290,-0.4372,-0.0976,99.1991,-0.4751,-0.0878,0.0091
0.0220,0.0162,98.9286,-0.4466,-0.0973,99.2991,-0.4839,-0.0873,0.0093
0.0227,0.0167,99.0281,-0.4558,-0.0970,99.3991,-0.4926,-0.0868,0.0096
0.0233,0.0172,99.1277,-0.4651,-0.0966,99.4991,-0.5013,-0.0863,0.0098
0.0240,0.0177,99.2273,-0.4743,-0.0963,99.5991,-0.5100,-0.0858,0.0101
0.0246,0.0181,99.3269,-0.4834,-0.0959,99.6991,-0.5185,-0.0853,0.0103
0.0252,0.0186,99.4264,-0.4925,-0.0956,99.7990,-0.5271,-0.0848,0.0106
0.0259,0.0191,99.5260,-0.5015,-0.0952,99.8990,-0.5355,-0.0843,0.0108
0.0265,0.0195,99.6256,-0.5105,-0.0948,99.9990,-0.5439,-0.0837,0.0111
